Time(UTC),Lev RAD (m)
2021-01-29 22:00:00,6.367
2021-01-29 23:00:00,6.594813558492777
2021-01-30 00:00:00,6.93096016882198
2021-01-30 01:00:00,7.220966103467639
2021-01-30 02:00:00,7.311
2021-01-30 03:00:00,7.340002879040494
2021-01-30 04:00:00,7.249
2021-01-30 05:00:00,6.9439466864267105
2021-01-30 06:00:00,6.744015722639456
2021-01-30 07:00:00,6.54406746562091
2021-01-30 08:00:00,6.4585
2021-01-30 09:00:00,6.5316290237311545
2021-01-30 10:00:00,6.756
2021-01-30 11:00:00,7.020529882747464
2021-01-30 12:00:00,7.318670953162195
2021-01-30 13:00:00,7.644566782552026
2021-01-30 14:00:00,7.8375
2021-01-30 15:00:00,7.816989324035693
2021-01-30 16:00:00,7.675987204992181
2021-01-30 17:00:00,7.2754705672279885
2021-01-30 18:00:00,6.7956666666666665
2021-01-30 19:00:00,6.485981713078353
2021-01-30 20:00:00,6.2585
2021-01-30 21:00:00,6.185643154325303
2021-01-30 22:00:00,6.18
2021-01-30 23:00:00,6.379131446744954
2021-01-31 00:00:00,6.726321133633376
2021-01-31 01:00:00,7.021056569396642
2021-01-31 02:00:00,7.2219999999999995
2021-01-31 03:00:00,7.3615092926044525
2021-01-31 04:00:00,7.2831689015552525
2021-01-31 05:00:00,7.024382629673854
2021-01-31 06:00:00,6.9035
2021-01-31 07:00:00,6.526453878857186
2021-01-31 08:00:00,6.4585
2021-01-31 09:00:00,6.4271406697524585
2021-01-31 10:00:00,6.488333333333333
2021-01-31 11:00:00,6.880856294014932
2021-01-31 12:00:00,7.129333333333332
2021-01-31 13:00:00,7.540769541471014
2021-01-31 14:00:00,7.738
2021-01-31 15:00:00,7.797940049492331
2021-01-31 16:00:00,7.708
2021-01-31 17:00:00,7.207661401021715
2021-01-31 18:00:00,6.840723253190706
2021-01-31 19:00:00,6.551721445520155
2021-01-31 20:00:00,6.2385
2021-01-31 21:00:00,6.091484248520418
2021-01-31 22:00:00,6.090333333333334
2021-01-31 23:00:00,6.277669725297468
2021-02-01 00:00:00,6.558
2021-02-01 01:00:00,6.856440036011278
2021-02-01 02:00:00,7.211
2021-02-01 03:00:00,7.380626627305864
2021-02-01 04:00:00,7.46
2021-02-01 05:00:00,7.340489974857677
2021-02-01 06:00:00,7.153900020044942
2021-02-01 07:00:00,6.749539156730344
2021-02-01 08:00:00,6.5226
2021-02-01 09:00:00,6.4445361703418875
2021-02-01 10:00:00,6.38
2021-02-01 11:00:00,6.652575357025888
2021-02-01 12:00:00,6.921498222666791
2021-02-01 13:00:00,7.232931271866738
2021-02-01 14:00:00,7.5322499999999994
2021-02-01 15:00:00,7.7242608975930525
2021-02-01 16:00:00,7.67
2021-02-01 17:00:00,7.5270773028023275
2021-02-01 18:00:00,7.259666666666667
2021-02-01 19:00:00,6.849809121282311
2021-02-01 20:00:00,6.488
2021-02-01 21:00:00,6.25751121526953
2021-02-01 22:00:00,6.117561357687476
2021-02-01 23:00:00,6.231881408777386
2021-02-02 00:00:00,6.422562054538654
2021-02-02 01:00:00,6.735822495779966
2021-02-02 02:00:00,7.158
2021-02-02 03:00:00,7.401940359195033
2021-02-02 04:00:00,7.556029253721338
2021-02-02 05:00:00,7.453498030125959
2021-02-02 06:00:00,7.346
2021-02-02 07:00:00,6.999287528302733
2021-02-02 08:00:00,6.6105
2021-02-02 09:00:00,6.392675498131954
2021-02-02 10:00:00,6.3665
2021-02-02 11:00:00,6.386128235502329
2021-02-02 12:00:00,6.711
